Area Name;Area ID;Park Name;Park ID;Squirrel ID;Primary Fur Color;Highlights in Fur Color;Color Notes;Location;Above Ground (Height in Feet);Specific Location;Activities;Interactions with Humans;Other Notes or Observations;Squirrel Latitude (DD.DDDDDD);Squirrel Longitude (-DD.DDDDDD)
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-01;Gray;White;;Ground Plane;;;Foraging;Indifferent;;4.085.941;-73.933.936
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-02;Gray;White;;Ground Plane;;;Foraging;Indifferent;Looks skinny;40.859.436;-73.933.937
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-03;Gray;White;;Ground Plane;;;Eating, Digging something;Indifferent;;40.859.416;-73.933.894
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-04;Gray;White;;Ground Plane;;;Running;Indifferent;;40.859.418;-73.933.895
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-05;Gray;Cinnamon;;Ground Plane;;;Running, Eating;Indifferent;She left food;40.859.493;-7.393.359
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-06;Gray;Cinnamon;;Ground Plane;;;Climbing;Indifferent;;40.860.825;-73.932.871
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-07;Gray;White;;Ground Plane;;;Foraging;Indifferent;;40.860.225;-73.933.143
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-08;Black;Gray;;Above Ground;10;;Climbing;Runs From;;40.859.965;-73.933.412
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-09;Gray;White;;Ground Plane;;;Foraging;Indifferent;;40.859.892;-73.933.326
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-10;Gray;White;;Ground Plane;;;Eating, Digging;Indifferent;;40.859.636;-73.933.717
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-11;Gray;Black;;Ground Plane;;;Eating, Digging;Indifferent;was intimidated by a dog;40.859.576;-73.933.738
UPPER MANHATTAN;A;Fort Tryon Park;1;A-01-12;Gray;White;;Ground Plane;;;Running;Runs From;;40.859.989;-73.934.544
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-01;Gray;Gray;;Ground Plane;;;Running;Indifferent;;40.845.749;-739.407
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-02;Gray;Cinnamon;;Above Ground;2;;Foraging;Indifferent;;40.845.875;-73.940.808
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-03;Gray;Cinnamon;;Ground Plane;;;Foraging;;;40.845.875;-73.940.808
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-04;Gray;Cinnamon;;Ground Plane;;;Running;Indifferent;;40.846.088;-73.940.613
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-05;Gray;Cinnamon;;Ground Plane;;;Running;Runs From;;40.846.088;-73.940.613
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-06;Gray;Cinnamon;;Ground Plane;;;Foraging;Indifferent;;40.846.088;-73.940.613
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-07;Gray;Gray;;Ground Plane;;;;Runs From;;40.846.222;-7.394.094
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-08;Gray;Cinnamon;;Ground Plane;;;Foraging, Nesting/gathering leaves;Indifferent;;40.846.222;-7.394.094
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-09;Gray;Cinnamon;;Ground Plane;;;Chasing;Indifferent;;40.846.197;-73.941.026
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-10;Gray;Cinnamon;;Ground Plane;;;Running;Indifferent;;40.846.185;-73.940.613
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-11;Gray;Cinnamon;;Ground Plane;;;Eating;Runs From;;40.846.271;-73.940.579
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-12;Gray;Cinnamon;;Above Ground, Specific Location;15;tree;Climbing;Indifferent;;40.846.332;-73.940.369
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-13;Gray;White;;Above Ground, Specific Location;20;tree;Sleeping;Indifferent;;40.846.332;-73.940.369
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-14;Gray;Gray;;Ground Plane;;;Running;Indifferent;;40.846.332;-73.940.369
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-15;Gray;White;;Ground Plane;;;Running;Indifferent;;40.846.458;-7.394.103
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-16;Gray;Cinnamon;;Above Ground, Specific Location;20;tree;Eating;Indifferent;;40.846.417;-73.941.115
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-17;Gray;Gray;;Ground Plane;;;Running;Indifferent;;40.846.296;-73.941.132
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-18;Gray;Cinnamon;;Ground Plane;;;Foraging;Indifferent;;40.846.064;-73.941.497
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-19;Gray;Cinnamon;;Above Ground, Specific Location;2;tree;Climbing;Indifferent;;40.846.065;-73.941.498
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-20;Gray;Cinnamon;;Ground Plane;;;Foraging;Indifferent;;40.847.296;-73.942.061
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-21;Gray;Cinnamon;;Ground Plane;;;Foraging;Runs From;;40.847.259;-73.941.598
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-22;Gray;Cinnamon;;Ground Plane;;;Foraging;Indifferent;;4.084.719;-73.941.308
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-23;Gray;Cinnamon;;Above Ground, Specific Location;2;fence;Eating;Indifferent;;4.084.719;-73.941.308
UPPER MANHATTAN;A;J. Hood Wright Park;2;A-02-24;Cinnamon;White;;Above Ground, Specific Location;20;tree;Sitting;Indifferent;;40.847.113;-73.940.937
UPPER MANHATTAN;A;Highbridge Park;3;A-03-01;Gray;Cinnamon;;Above Ground, Specific Location;2;in tree;Chasing, Climbing;Watches us from tree;#1 and #2 chasing each other;40.841.178;-73.935.482
UPPER MANHATTAN;A;Highbridge Park;3;A-03-02;Gray;White;;Above Ground, Specific Location;2;in tree;Chasing, Climbing, Eating;Runs From;#1 and #2 chasing each other;40.841.204;-73.935.434
UPPER MANHATTAN;A;Highbridge Park;3;A-03-03;Gray;White;;Above Ground, Specific Location;2;in tree;Running;;;40.841.212;-73.934.827
UPPER MANHATTAN;A;Highbridge Park;3;A-03-04;Gray;White;;Above Ground;3;;Climbing;;;40.841.217;-73.934.714
UPPER MANHATTAN;A;Highbridge Park;3;A-03-05;Gray;Cinnamon;;Ground Plane;;;Running;Runs From;#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground;40.841.359;-73.934.339
UPPER MANHATTAN;A;Highbridge Park;3;A-03-06;Gray;Gray;;Above Ground, Specific Location;2;in tree;Running;Runs From, watchful;#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground;40.841.375;-73.934.242
UPPER MANHATTAN;A;Highbridge Park;3;A-03-07;Gray;Cinnamon;;Above Ground, Specific Location;< 1;on log;Running;Runs From;#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground;40.841.375;-73.934.242
UPPER MANHATTAN;A;Highbridge Park;3;A-03-08;Gray;Cinnamon;;Above Ground, Specific Location;3;in wall;Running, Chasing, Climbing;Runs From;#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!;40.842.308;-73.933.061
UPPER MANHATTAN;A;Highbridge Park;3;A-03-09;Gray;Cinnamon;;Above Ground, Specific Location;3;in wall;;;#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!;40.842.401;-73.932.986
UPPER MANHATTAN;A;Highbridge Park;3;A-03-10;Gray;Cinnamon;;Ground Plane, Above Ground;6‰ÛÒ18;Started on ground, climbed 6‰ÛÒ18 ft.;Climbing, Foraging;Watching us from tree - very interested in us;Lots of garbage, near #8 & #9;40.842.511;-73.932.916
UPPER MANHATTAN;A;Highbridge Park;3;A-03-11;Gray;Cinnamon;;Above Ground;4;;Vocalization at us;Approaches, watching us;;40.842.673;-73.932.793
UPPER MANHATTAN;A;Highbridge Park;3;A-03-12;Gray;White;;Ground Plane;;;Running, Foraging;Runs From;;40.842.795;-73.933.002
UPPER MANHATTAN;A;Highbridge Park;3;A-03-13;Gray;Cinnamon;;Ground Plane;;;Running;;;;
UPPER MANHATTAN;A;Highbridge Park;3;A-03-14;Gray;Cinnamon;;Ground Plane;;;Running, Eating;Runs From, watches us in short tree;Loud sparrows in tree;40.842.327;-73.934.269
UPPER MANHATTAN;A;Highbridge Park;3;A-03-15;Gray;Cinnamon;;Above Ground, Specific Location;9;in tree;Jumped to building;;;40.842.359;-73.934.177
UPPER MANHATTAN;A;Highbridge Park;3;A-03-16;Gray;Cinnamon;;Ground Plane;;;Eating, Foraging;Indifferent;;40.842.769;-73.934.478
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-01;Gray;White;;Above Ground;;;Climbing;Indifferent;Jumping between;40.817.593;-73.948.855
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-02;Black;Black;;Ground Plane;;;Foraging;Indifferent;Chasing #3;40.817.719;-73.948.855
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-03;Gray;White;;Ground Plane;;;Eating;Indifferent;Being chased by #2;40.817.719;-73.948.914
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-04;Gray;White;;Ground Plane;;;Foraging;Indifferent;;40.817.711;-73.949.118
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-05;Gray;White;;Ground Plane;;;Climbing, Eating;Indifferent;;40.817.569;-73.948.931
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-06;Gray;Gray;;Above Ground;;;Chasing, Climbing;Indifferent;;40.817.544;-73.949.016
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-07;Gray;Gray;;Above Ground;;;Chasing, Climbing;Indifferent;;40.817.544;-73.949.016
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-08;Gray;White;;Ground Plane;;;Running;Runs From;;40.817.479;-73.949.006
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-09;Gray;White;;Ground Plane;;;Foraging;Indifferent;Wooded area;40.816.685;-73.949.689
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-10;Gray;Gray;;Ground Plane;;;Foraging;Indifferent;Wooded area;40.816.677;-73.949.549
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-11;Black;Black;;Ground Plane;;;Foraging;Indifferent;Wooded area;40.816.555;-73.949.609
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-12;Gray;White;;Ground Plane;;;Foraging;Indifferent;Wooded area - would look but not fully approach;40.816.506;-73.949.587
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-13;Gray;White;;Ground Plane;;;Running;Indifferent;;40.816.425;-73.949.474
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-14;Gray;Gray;;Ground Plane;;;Foraging;Indifferent;;40.818.308;-73.948.952
UPPER MANHATTAN;A;St. Nicholas Park;4;A-04-15;Gray;Black;;Ground Plane;;;Foraging;Indifferent;;40.818.263;-73.948.909
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-01;Gray;Gray;;Ground Plane;;;Running, up tree;Runs From;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-02;Gray;Gray;;Ground Plane;;;Running, up tree;Runs From;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-03;Gray;Gray;;Ground Plane;;;Running, up tree;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-04;Gray;Gray;;Ground Plane;;;Chasing;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-05;Gray;Gray;;Ground Plane;;;Chasing;;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-06;Gray;Gray;;Above Ground;15;;Sitting on branch;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-07;Gray;Gray;;Ground Plane;;;Running, up tree;Indifferent;Forever wild section;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-08;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-09;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-10;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-11;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-12;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-13;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-14;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-15;Gray;Gray;;Ground Plane;;;Chasing;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-16;Gray;Gray;;Ground Plane;;;Chasing;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-17;Gray;Gray;;Ground Plane;;;Eating;Okay with people;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-18;Gray;Gray;;Ground Plane;;;Running;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-19;Gray;Gray;;Above Ground, Specific Location;;Tree;Running;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-20;Gray;Gray;;Ground Plane;;;Running;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-21;Gray;Gray;;Ground Plane;;at tree;;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-22;Gray;Gray;;Ground Plane;;;Chasing;;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-23;Gray;Gray;;Ground Plane;;;Chasing;;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-24;Gray;Gray;;;;;Sitting at attention;;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-25;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-26;Gray;Gray;;Ground Plane;;;Eating;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-27;Gray;Gray;;Ground Plane;;;Foraging;Indifferent;;;
UPPER MANHATTAN;A;Riverside Park (Section Near Grant Memorial);5;A-05-28;Gray;Gray;;Ground Plane;;;Foraging;Indifferent;;;
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-01;Gray;Gray;;Above Ground;20‰ÛÒ40;;Climbing;Indifferent;HAWK. HAAAAAWK. All in 1 tree.;40.804.912;-73.943.735
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-02;Gray;Gray;;Above Ground;20‰ÛÒ40;;Climbing;Indifferent;HAWK. HAAAAAWK. All in 1 tree.;40.804.912;-73.943.736
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-03;Gray;Gray;;Above Ground;20‰ÛÒ40;;Climbing;Indifferent;HAWK. HAAAAAWK. All in 1 tree.;40.804.913;-73.943.735
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-04;Gray;Gray;;Above Ground;20‰ÛÒ40;;Climbing;Indifferent;HAWK. HAAAAAWK. All in 1 tree.;40.804.915;-73.943.737
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-05;Gray;Gray;;Above Ground;20‰ÛÒ40;;Climbing;Indifferent;HAWK. HAAAAAWK. All in 1 tree.;40.804.916;-73.943.735
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-06;Gray;Gray;;Above Ground;20‰ÛÒ40;;Climbing;Indifferent;HAWK. HAAAAAWK. All in 1 tree.;40.804.914;-73.943.736
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-07;Gray;Gray;;Above Ground;20‰ÛÒ40;;Climbing;Indifferent;HAWK. HAAAAAWK. All in 1 tree.;40.804.917;-73.943.737
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-08;Black;Black;;Above Ground;25;;Climbing;;Defending the tree from the HAAAAWK. The bravest.;40.804.912;-73.943.738
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-09;Gray;Gray;;Above Ground, Specific Location;2‰ÛÒ6;small trees;Chasing, Climbing, Eating;Indifferent;2 were chasing each other through some short trees, others just sat;40.804.701;-73.944.118
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-10;Gray;Gray;;Above Ground, Specific Location;2‰ÛÒ6;small trees;Chasing, Climbing, Eating;Indifferent;2 were chasing each other through some short trees, others just sat;40.804.746;-7.394.374
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-11;Gray;Gray;;Above Ground, Specific Location;2‰ÛÒ6;small trees;Chasing, Climbing, Eating;Indifferent;2 were chasing each other through some short trees, others just sat;40.804.912;-7.394.408
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-12;Gray;Gray;;Above Ground, Specific Location;2‰ÛÒ6;small trees;Chasing, Climbing, Eating;Indifferent;2 were chasing each other through some short trees, others just sat;40.804.729;-73.944.053
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-13;Gray;Gray;;Above Ground;4...3...2...1;;Climbing;;Slid down a signpost while spinning. Other squirrels flung leaves at it, cheering.;40.804.713;-73.944.032
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-14;Gray;Gray;;Above Ground;15;;Climbing, Eating;;Too far to observe human interactions;40.804.613;-73.943.829
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-15;Gray;Gray;;Above Ground;15;;Climbing, Eating;;Too far to observe human interactions;40.804.564;-73.943.824
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-16;Gray;Gray;;Ground Plane;;;Running;;Ran up the the 3rd baseline of a Little League field. Wrong way!;40.804.253;-73.944.121
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-17;Gray;Gray;;Ground Plane;;;Running;;Scampered across path;40.803.758;-7.394.433
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-18;Gray;Gray;;Above Ground;4;;Sitting, shouting;Indifferent;;40.803.616;-73.944.464
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-19;Gray;Gray;;Above Ground;4;;Sitting, shouting;Indifferent;;40.803.413;-73.944.207
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-20;Gray;Gray;;Above Ground;4;;Sitting, shouting;Indifferent;;4.080.338;-73.944.148
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-21;Gray;Gray;;Above Ground;4;;Sitting, shouting;Indifferent;;40.803.392;-73.944.228
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-22;Gray;Gray;;Above Ground;;;Defending tree, shouting;Indifferent, Preoccupied by HAAWK;HAWK. Same scene as 1‰ÛÒ8. All gray.;40.803.794;-73.944.003
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-23;Gray;Gray;;Above Ground;;;Defending tree, shouting;Indifferent, Preoccupied by HAAWK;HAWK. Same scene as 1‰ÛÒ8. All gray.;40.803.795;-73.944.003
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-24;Gray;Gray;;Above Ground;;;Defending tree, shouting;Indifferent, Preoccupied by HAAWK;HAWK. Same scene as 1‰ÛÒ8. All gray.;40.803.794;-73.944.004
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-25;Gray;Gray;;Above Ground;;;Defending tree, shouting;Indifferent, Preoccupied by HAAWK;HAWK. Same scene as 1‰ÛÒ8. All gray.;40.803.794;-73.944.005
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-26;Gray;Gray;;Above Ground;;;Defending tree, shouting;Indifferent, Preoccupied by HAAWK;HAWK. Same scene as 1‰ÛÒ8. All gray.;40.803.796;-73.944.003
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-27;Gray;Gray;;Above Ground;;;Defending tree, shouting;Indifferent, Preoccupied by HAAWK;HAWK. Same scene as 1‰ÛÒ8. All gray.;40.803.795;-73.944.004
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-28;Gray;Gray;;Above Ground;3;;Eating;Indifferent;;4.080.362;-73.944.067
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-29;Gray;Gray;;Above Ground;6;;Chasing, Climbing;Runs From;;4.080.352;-73.943.629
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-30;Gray;Gray;;Above Ground;6;;Chasing, Climbing;Runs From;;40.803.507;-73.943.661
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-31;Gray;Gray;;Above Ground;25;;Climbing;;;40.803.981;-73.943.327
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-32;Gray;Gray;;Above Ground;25;;Climbing;;;40.804.123;-73.943.402
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-33;Black;Cinnamon;Chestnut Brown?? May be black with sunlight??;Above Ground;25;;Cleaning;;Cleaning himself like a cat would.;40.803.981;-73.943.273
UPPER MANHATTAN;A;Marcus Garvey Park;6;A-06-34;Gray;Gray;;Above Ground;4;;Climbing;Runs From;;40.804.878;-73.942.781
CENTRAL MANHATTAN;B;Madison Square Park;7;B-07-01;Gray;;;Ground Plane;;;Foraging;Indifferent;Scar on forehead;4.074.145;-73.987.884
CENTRAL MANHATTAN;B;Madison Square Park;7;B-07-02;Gray;;;Above Ground, Specific Location;30;in a tree;Sitting;;;40.742.255;-73.987.433
CENTRAL MANHATTAN;B;Madison Square Park;7;B-07-03;Gray;;;Ground Plane;;;Foraging;Indifferent;;40.742.556;-73.986.971
CENTRAL MANHATTAN;B;Madison Square Park;7;B-07-04;Gray;;;Above Ground, Specific Location;10;in tree;Resting in tree;;;40.742.792;-73.987.046
CENTRAL MANHATTAN;B;Madison Square Park;7;B-07-05;Gray;;;Ground Plane, Specific Location;;Farragut Lawn;Running;Indifferent;Many pigeons lounging on lawn, tourist taking picture;4.074.288;-73.987.663
CENTRAL MANHATTAN;B;Madison Square Park;7;B-07-06;Gray;;;Above Ground, Specific Location;15;in old tree (oval lawn);Sitting;Indifferent;#6 & #7 in same tree;40.742.421;-7.398.808
