Area Name;Area ID;Park Name;Park ID;Squirrel ID;Primary Fur Color;Highlights in Fur Color;Color Notes;Location;Above Ground (Height in Feet);Specific Location;Activities;Interactions with Humans;Other Notes or Observations;Squirrel Latitude (DD.DDDDDD);Squirrel Longitude (-DD.DDDDDD)
CENTRAL MANHATTAN;B;John V. Lindsay East River Park;12;B-12-06;Gray;Gray;;Ground Plane;;;Eating, Foraging;Approaches;;40.722.173;-7.397.272
CENTRAL MANHATTAN;B;John V. Lindsay East River Park;12;B-12-07;Gray;Gray;;Ground Plane, Above Ground;8;;Climbing, Foraging;Indifferent;;40.719.379;-73.973.504
CENTRAL MANHATTAN;B;John V. Lindsay East River Park;12;B-12-08;Gray;Gray;;Ground Plane, Above Ground;8;;Climbing, Foraging;Indifferent;;4.071.935;-73.973.445
CENTRAL MANHATTAN;B;John V. Lindsay East River Park;12;B-12-09;Gray;Gray;;Above Ground, Specific Location;12;in a tree;Climbing;;;40.721.923;-73.974.121
CENTRAL MANHATTAN;B;John V. Lindsay East River Park;12;B-12-10;Gray;Gray;;Ground Plane;;;Eating;Approaches;;40.724.011;-7.397.313
CENTRAL MANHATTAN;B;John V. Lindsay East River Park;12;B-12-11;Gray;Gray;;Ground Plane;;;Climbing, Eating, Foraging;Indifferent;Was very close to a dog and hid in a tree;40.724.608;-73.972.841
CENTRAL MANHATTAN;B;John V. Lindsay East River Park;12;B-12-12;Gray;Gray;;Ground Plane;;;Eating, Foraging;Runs From;;40.724.774;-7.397.275
LOWER MANHATTAN;C;Seward Park;14;C-14-01;Gray;Cinnamon, White;;Ground Plane;;;Eating;Runs From;;40.715.415;-73.989.567
LOWER MANHATTAN;C;Seward Park;14;C-14-02;Gray;Cinnamon;;Ground Plane;;;Eating;Indifferent;Bushier and plump, big tail;40.715.484;-73.989.299
LOWER MANHATTAN;C;Seward Park;14;C-14-03;Gray;Cinnamon;;Ground Plane;;;Foraging;Runs From;;40.714.749;-73.989.577
LOWER MANHATTAN;C;Seward Park;14;C-14-04;Gray;Cinnamon;;Ground Plane;;;Climbing;Approaches;Looking to us for food! Climbed tree when we did not have any to give.;4.071.468;-73.989.776
LOWER MANHATTAN;C;Seward Park;14;C-14-05;Gray;Cinnamon;Cinnamon tail;Ground Plane, Above Ground;9;;Climbing, Foraging;Approaches;Skinny tail, lots of digging, found an acorn and is eating;40.714.846;-73.989.679
LOWER MANHATTAN;C;Seward Park;14;C-14-06;Gray;Cinnamon;;Ground Plane;;;Running, Chasing;Indifferent;Medium bushy, maybe a little younger, agile, sprightly;40.715.033;-73.989.609
LOWER MANHATTAN;C;Seward Park;14;C-14-07;Gray;Cinnamon;;Ground Plane;;;Running, Chasing;Indifferent;Too quick;40.715.208;-73.989.534
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-01;Gray;;;Above Ground;20;;Running, Climbing, Eating;Runs From;Frantically zig-zagging whilst clutching a mid-afternoon snack;40.712.159;-73.979.415
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-02;Gray;;;;;;Eating, Foraging;Indifferent;Digging in leaves carelessly;40.712.199;-73.979.519
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-03;Gray;;;;;;;;Multiple nut dives into the leaves;;
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-04;Gray;Cinnamon;;;;;;;Playing tag with #5;40.712.179;-73.979.776
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-05;Gray;Cinnamon;;;;;;;Playing tag with #4;40.712.216;-73.979.857
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-06;Gray;;;Above Ground;15;;Ear scratching;;;40.712.224;-73.979.669
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-07;Gray;;;Above Ground;25;;;;;4.071.224;-73.979.744
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-08;Gray;;;;;;Frolicking;;Leaping from branch to branch;40.711.927;-73.979.658
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-09;Gray;Cinnamon;;Above Ground;8;;Running, Climbing, Scratching;;Meandering among the branches;40.711.866;-7.397.976
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-10;Gray;Gray;;Above Ground;8;;Running, Climbing;Approaches;Came by to make sure we had proper Sighter buttons, looks like a Gerald;4.071.174;-73.980.539
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-11;Gray;White;;Specific Location;;Handrail;Posing;Approaches;Timidly approached but ran from a passing pooch;40.711.442;-73.978.354
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-12;Gray;;;Above Ground;15;;Guarding;Defensive;Very upset that we spotted him accessing his tree-hole stash;40.711.316;-73.978.343
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-13;Gray;Black;;Ground Plane, Above Ground;30;;Running, Chasing, Climbing;;#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog;40.711.417;73.977.767
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-14;Gray;Black;;Ground Plane, Above Ground;30;;Running, Chasing, Climbing;;#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog;40.711.421;-73.977.692
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-15;Gray;Black;;Ground Plane, Above Ground;30;;Running, Chasing, Climbing;;#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog;40.711.409;-73.977.719
LOWER MANHATTAN;C;Corlears Hook Park;15;C-15-16;Cinnamon;;;Above Ground;20‰ÛÒ30;;Foraging;Indifferent;So curious! A unique color and thirst for the unknown.;40.711.303;-7.397.759
LOWER MANHATTAN;C;Columbus Park;16;C-16-01;Gray;Cinnamon;Cinnamon streak down back;Ground Plane;;;Climbing, Eating, Foraging;Approaches;Boy, Alert ‰ÛÓ lots of basketball close by;40.714.867;-74.000.236
LOWER MANHATTAN;C;Columbus Park;16;C-16-02;Gray;Cinnamon;;Ground Plane;;;Running, Foraging;;;407.159;-74.000.167
LOWER MANHATTAN;C;Columbus Park;16;C-16-03;Gray;;;Above Ground;25;;;Indifferent;Nibbling on branches;40.714.875;-74.000.346
LOWER MANHATTAN;C;Columbus Park;16;C-16-04;Gray;;;Above Ground;35;;Climbing;Approaches;Patchy ‰ÛÓåÊbald spots;40.715.779;-73.999.887
LOWER MANHATTAN;C;Teardrop Park;18;C-18-01;Gray;Cinnamon;;Ground Plane;;;Running, Eating (or pretending to eat);Runs From;Ran up tree and down tree, tail vibration ‰ÛÓ not a flag or twitch, kuk sound;40.716.335;-74.015.612
LOWER MANHATTAN;C;City Hall Park;19;C-19-01;Gray;White;;Ground Plane;;;Foraging;;;40.712.828;-74.005.072
LOWER MANHATTAN;C;City Hall Park;19;C-19-02;Gray;;;Above Ground;;;Climbing;;Chasing #3 up the tree;40.712.938;-74.005.152
LOWER MANHATTAN;C;City Hall Park;19;C-19-03;Gray;;;Above Ground;;;Climbing;;Chasing #2 up the tree;40.712.938;-74.005.152
LOWER MANHATTAN;C;City Hall Park;19;C-19-04;Gray;Cinnamon, White;;Ground Plane;;;Eating, Burying;Approaches;Very chubby cinnamon squirrel got peanuts from humans and buried them in leaves;40.712.893;-74.005.233
LOWER MANHATTAN;C;City Hall Park;19;C-19-05;Gray;Cinnamon, White;;Ground Plane;;;Eating, Burying;Approaches;Couldn't find a good spot to bury theirs (peanuts from humans);40.712.893;-74.005.233
LOWER MANHATTAN;C;City Hall Park;19;C-19-06;Gray;Cinnamon;;Ground Plane;;;Eating;Approaches;Being fed by people;40.712.922;-74.005.147
LOWER MANHATTAN;C;City Hall Park;19;C-19-07;Gray;Cinnamon;;Ground Plane;;;Eating;Approaches;Being fed by people;40.712.922;-74.005.147
LOWER MANHATTAN;C;City Hall Park;19;C-19-08;Gray;White;Very distinct white outlines on ears and ring around tail;Ground Plane;;;Eating;Approaches;Came out to get peanut from human;40.713.044;-74.005.404
LOWER MANHATTAN;C;City Hall Park;19;C-19-09;Gray;Gray;;Above Ground;5;;Climbing, Foraging;Indifferent, Runs From;Perched in a bush, watched us and scampered off to eat - very little squirrel;40.712.836;-74.005.662
LOWER MANHATTAN;C;City Hall Park;19;C-19-10;Gray;White;;Ground Plane, Specific Location;;on City Hall back steps;Running;Indifferent;;40.712.881;-74.005.823
LOWER MANHATTAN;C;City Hall Park;19;C-19-11;Gray;Cinnamon, White;;Ground Plane, Specific Location;;by back steps of City Hall;Eating, Foraging;Indifferent;Found something to eat buried in leaves and then looked for more;40.712.995;-74.005.963
LOWER MANHATTAN;C;City Hall Park;19;C-19-12;Gray;White;;Ground Plane;;;Very carefully watching a cat;Indifferent;;40.713.044;-74.006.242
LOWER MANHATTAN;C;City Hall Park;19;C-19-13;Gray;;;Above Ground;30;;Chattering;Indifferent;High up in a tree, lots of talking;40.713.276;-74.006.323
LOWER MANHATTAN;C;City Hall Park;19;C-19-14;Gray;White;;Ground Plane;;;Eating (nuts), Foraging;Approaches, Runs From;;40.713.339;-74.006.313
LOWER MANHATTAN;C;City Hall Park;19;C-19-15;Gray;White;;Ground Plane;;;Running;;Very active, darting around;40.713.518;-74.006.308
LOWER MANHATTAN;C;City Hall Park;19;C-19-16;Gray;White;Lots of white!;Above Ground;3;;Climbing, Foraging;Watching;Perched on knot of tree, watching us, then started foraging;4.071.312;-74.006.862
LOWER MANHATTAN;C;City Hall Park;19;C-19-17;Gray;White;;Ground Plane;;;Eating, Foraging;Indifferent;Successfully finding buried food;40.712.872;-74.006.878
LOWER MANHATTAN;C;City Hall Park;19;C-19-18;Gray;White;;Ground Plane;;;Eating, Foraging;Indifferent;"Rolling around in loose dirt with a ""swimming"" motion";40.712.872;-74.006.878
LOWER MANHATTAN;C;Battery Park;20;C-20-01;Gray;Cinnamon;;Above Ground;5;;;Interested in;#1‰ÛÒ5 all together being fed by humans;40.704.053;-7.401.612
LOWER MANHATTAN;C;Battery Park;20;C-20-02;Gray;Cinnamon, White;;Specific Location;;on fencing;Climbing, Balancing on fencing;;#1‰ÛÒ5 all together being fed by humans - Hungry;40.704.011;-74.016.134
LOWER MANHATTAN;C;Battery Park;20;C-20-03;Gray;Cinnamon, White;;Ground Plane;;;;Indifferent;#1‰ÛÒ5 all together being fed by humans, Had a ton of leaves in his mouth for several minutes;40.703.897;-74.016.118
LOWER MANHATTAN;C;Battery Park;20;C-20-04;;;;Ground Plane;;;;Cautious of;#1‰ÛÒ5 all together being fed by humans;40.703.885;-74.016.161
LOWER MANHATTAN;C;Battery Park;20;C-20-05;Gray;Cinnamon, White;;Specific Location;;on fencing;;;#1‰ÛÒ5 all together being fed by humans;40.703.848;-74.016.134
LOWER MANHATTAN;C;Battery Park;20;C-20-06;Cinnamon;Gray, White;;Ground Plane;;;Chillin', Rubbing butt on ground;;Seems left out;40.703.882;-74.015.955
LOWER MANHATTAN;C;Battery Park;20;C-20-07;Cinnamon;White;;Ground Plane;;;Running;Runs From;;40.704.211;-74.015.859
LOWER MANHATTAN;C;Battery Park;20;C-20-08;Gray;White;;Ground Plane;;;Foraging;;Obviously a couple with #9;40.704.142;-74.015.837
LOWER MANHATTAN;C;Battery Park;20;C-20-09;Gray;White;;Ground Plane;;;Foraging;;Obviously a couple with #8;40.704.175;-74.015.306
LOWER MANHATTAN;C;Battery Park;20;C-20-10;Gray;Cinnamon, White;;Ground Plane;;;Running;Indifferent;Skinny with tiny ears;40.704.171;-74.015.242
LOWER MANHATTAN;C;Battery Park;20;C-20-11;Gray;White;;Ground Plane;;;Foraging;Indifferent;;40.704.468;-74.014.774
LOWER MANHATTAN;C;Battery Park;20;C-20-12;Gray;White;;Ground Plane;;;Foraging;Indifferent;;40.704.453;-74.014.757
LOWER MANHATTAN;C;Battery Park;20;C-20-13;Gray;White;;Ground Plane;;;Eating;Indifferent;;4.070.442;-74.014.741
LOWER MANHATTAN;C;Battery Park;20;C-20-14;Gray;Cinnamon;;Above Ground, Specific Location;10;in tree;Sticking out of a tree;Indifferent;;40.704.188;-74.014.853
LOWER MANHATTAN;C;Battery Park;20;C-20-15;Gray;White;White bellies;;;;Chasing;;Flirty, chasing #16, also eating urban farm debris;4.070.352;-74.015.273
LOWER MANHATTAN;C;Battery Park;20;C-20-16;Gray;White;White bellies;;;;Chasing;;Flirty, being chased by #15, also eating urban farm debris;40.703.487;-74.015.278
LOWER MANHATTAN;C;Battery Park;20;C-20-17;Gray;White;;;;;Hangin' with #13 & #14;;;40.703.989;-74.015.202
LOWER MANHATTAN;C;Battery Park;20;C-20-18;Gray;;;Ground Plane;;;;;Looks like he has a patch of fur missing on his back;40.703.383;-74.015.584
LOWER MANHATTAN;C;Battery Park;20;C-20-19;Gray;Cinnamon;;Above Ground;2;;Climbing (tree);;;4.070.295;-74.015.813
LOWER MANHATTAN;C;Battery Park;20;C-20-20;Cinnamon;;;Ground Plane;;;;;;40.702.934;-74.015.775
LOWER MANHATTAN;C;Battery Park;20;C-20-21;Gray;White;;Above Ground, Specific Location;20;in a tree;Snacking in a tree;;;40.702.922;-74.016.629
LOWER MANHATTAN;C;Battery Park;20;C-20-22;Cinnamon;;;Specific Location;;on a bench;;;;40.702.411;-74.015.896
LOWER MANHATTAN;C;Battery Park;20;C-20-23;Gray;;;;;;Prancing about;;;40.702.313;-74.015.644
LOWER MANHATTAN;C;Battery Park;20;C-20-24;Gray;Cinnamon;;Specific Location;;on fence;Climbing fence;;;40.702.467;-74.015.757
LOWER MANHATTAN;C;Battery Park;20;C-20-25;Gray;Cinnamon;;Above Ground, Specific Location;15;in a tree;;;;40.702.597;-74.016.132
LOWER MANHATTAN;C;Battery Park;20;C-20-26;Gray;Cinnamon;;Specific Location;;on fence;Climbing fence;;;40.702.618;-74.016.556
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-01;Gray;Cinnamon;;Above Ground;10‰ÛÒ12;;battery;Staring;Looks cold, not moving, lethargic;40.725.308;-73.942.789
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-02;Gray;Cinnamon;White underbelly;Above Ground;< 1;;Climbing, Foraging, Self-cleaning;Indifferent;;40.725.511;-73.943.609
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-03;Gray;Cinnamon;;Ground Plane;;;Chasing;Approaches;;40.725.511;-73.943.448
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-04;Gray;;;Above Ground;15;;Climbing;;;40.725.478;-73.944.113
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-05;Gray;;;Above Ground;30;;Eating;;;40.725.527;-73.943.974
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-06;Gray;Cinnamon;;Ground Plane;;;Eating;Approaches;We fed him!;40.725.397;-73.944.124
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-07;Gray;;;Above Ground;30;;Climbing;;;40.725.413;-73.943.984
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-08;Gray;;;Ground Plane;;;Climbing (down);;;40.724.755;-73.944.006
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-09;Gray;;;Ground Plane;;;Climbing (down);;;40.723.974;-73.943.845
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-10;Gray;;;Ground Plane;;;Climbing (down);;;40.723.462;-73.943.952
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-11;Gray;;;Ground Plane;;;Climbing (down);;;40.725.372;-73.943.652
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-12;Gray;White;;Above Ground, Specific Location;15;by playground;Sitting;Indifferent;;40.725.364;-73.943.512
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-13;Gray;Gray;;Ground Plane;;at Nassau (Avenue) / Henry (Street) ;Running;Runs From;;40.725.397;-73.943.297
BROOKLYN;D;Msgr. McGolrick Park;21;D-21-14;Gray;Cinnamon;;Ground Plane;;;Running;Indifferent;;40.725.197;-73.943.273
BROOKLYN;D;McCarren Park;22;D-22-01;Cinnamon;White;;Ground Plane;;;Eating;Indifferent;;4.072.167;-73.953.364
BROOKLYN;D;McCarren Park;22;D-22-02;Gray;White;;Ground Plane;;;Eating;Approaches;;40.721.768;-73.953.192
BROOKLYN;D;McCarren Park;22;D-22-03;Gray;White;;Ground Plane;;;Running;Runs From;Ran in from baseball field;40.721.662;-73.953.278
BROOKLYN;D;McCarren Park;22;D-22-04;Gray;Cinnamon;;Above Ground;;;Climbing;Runs From;;40.721.857;-73.953.139
BROOKLYN;D;McCarren Park;22;D-22-05;Cinnamon;;;Ground Plane;;;Running;Approaches;Running around;40.721.941;-73.952.947
BROOKLYN;D;McCarren Park;22;D-22-06;Cinnamon;;;Above Ground;;;Climbing;Approaches;Perched up ‰ÛÓ came close to us!;40.722.039;-73.952.796
BROOKLYN;D;McCarren Park;22;D-22-07;Cinnamon;;;Ground Plane;;;Chasing;Approaches;Skinny tail ‰ÛÓ was in the baseball field;4.072.147;-73.952.857
BROOKLYN;D;McCarren Park;22;D-22-08;Cinnamon;White;;Ground Plane;;;Running;Runs From;;40.721.713;-7.395.305
BROOKLYN;D;McCarren Park;22;D-22-09;Gray;Gray;;Ground Plane, Specific Location;;In a trash and metal heap next to baseball field;Eating, Foraging;Indifferent;;40.721.933;-73.953.147
BROOKLYN;D;McCarren Park;22;D-22-10;Gray;Cinnamon, White;;Above Ground, Specific Location;12;in tree;Climbing;Runs From;Ran up a tree;40.722.283;-73.953.115
BROOKLYN;D;McCarren Park;22;D-22-11;Gray;Gray;;Ground Plane;;;Running;Runs From;Ran out of park;40.722.698;-73.953.198
BROOKLYN;D;McCarren Park;22;D-22-12;Gray;White;;Ground Plane;;;Eating, Foraging;Indifferent;Birds walking nearby;40.722.819;-73.952.095
BROOKLYN;D;McCarren Park;22;D-22-13;Gray;White;;Above Ground;;;Climbing;Indifferent;Ran from ground to tree;40.722.966;-73.951.987
BROOKLYN;D;McCarren Park;22;D-22-14;Cinnamon;White;;Above Ground, Specific Location;3;in short tree;Climbing, Sitting in short tree;Indifferent;;40.723.136;-73.951.794
BROOKLYN;D;McCarren Park;22;D-22-15;Gray;White;;Above Ground, Specific Location;;in tree;Eating;Indifferent;;40.723.071;-73.951.697
BROOKLYN;D;McCarren Park;22;D-22-16;Cinnamon;Gray;;Ground Plane, Specific Location;;below park benches;Foraging, Jumping;Indifferent;Great jumper;40.723.006;-73.951.655
BROOKLYN;D;McCarren Park;22;D-22-17;Gray;Cinnamon, White;;Above Ground;9;;Chilling;Indifferent;Perched on branch, just hanging out;40.722.962;-73.951.752
BROOKLYN;D;McCarren Park;22;D-22-18;Cinnamon;Cinnamon;;Above Ground;14;;Hanging;Indifferent;Perched on branch;40.722.603;-73.951.449
BROOKLYN;D;McCarren Park;22;D-22-19;Cinnamon;Gray, White;;Above Ground;20;;Running, Climbing;;Very small, climbed from one tree to another;40.721.247;-73.951.609
BROOKLYN;D;McCarren Park;22;D-22-20;Gray;Cinnamon, White;;Above Ground;75;;Climbing;Indifferent;Small, on tree on branch, two others below it;40.720.606;-73.952.769
BROOKLYN;D;McCarren Park;22;D-22-21;Gray;Cinnamon, White;;Above Ground;15;;Chasing, Climbing;Indifferent;Started in middle of tree, started chasing others up in branches, jumped from branch to branch;40.720.582;-73.952.694
BROOKLYN;D;McCarren Park;22;D-22-22;Gray;Cinnamon, White;;Above Ground;20;;Climbing;Indifferent;One of three together on a tree;40.720.533;-7.395.272
BROOKLYN;D;McCarren Park;22;D-22-23;Gray;White;;Above Ground;20;;Climbing;Indifferent;Jumped from one tree to next;40.720.488;-73.952.806
BROOKLYN;D;McCarren Park;22;D-22-24;Gray;White;;Ground Plane;;;Eating, Foraging;Indifferent;Dog chased it up a tree;40.720.458;-73.954.244
BROOKLYN;D;McCarren Park;22;D-22-25;Gray;Cinnamon, White;;Ground Plane;;;Foraging;Skittish to humans;;40.720.018;-73.953.442
BROOKLYN;D;McCarren Park;22;D-22-26;Gray;White;;Ground Plane;;;Running, Foraging;Indifferent;Fast;40.720.026;-73.953.652
BROOKLYN;D;McCarren Park;22;D-22-27;Gray;Cinnamon;;Ground Plane;;;Eating (bread crumbs), Foraging;Indifferent;Near a lot of little birds;40.719.777;-73.952.774
BROOKLYN;D;McCarren Park;22;D-22-28;Gray;White;;Ground Plane;;;Running;Indifferent;Running against fence;40.720.114;-73.952.768
BROOKLYN;D;McCarren Park;22;D-22-29;Gray;Cinnamon, White;;Ground Plane;;;Hanging out;Runs From;Standing at base of tree, then climbed up;40.719.944;-73.952.505
BROOKLYN;D;McCarren Park;22;D-22-30;Gray;White;;Ground Plane;;;Foraging;Indifferent;;40.720.448;-73.952.521
BROOKLYN;D;McCarren Park;22;D-22-31;Cinnamon;White;;Ground Plane;;;Foraging;Indifferent;Walking around bushes;40.720.412;-73.952.353
BROOKLYN;D;McCarren Park;22;D-22-32;Gray;Cinnamon, White;;Ground Plane;;;Foraging;Indifferent;A little on the robust side;40.720.372;-73.952.326
BROOKLYN;D;McCarren Park;22;D-22-33;Gray;Cinnamon;;Ground Plane;;;Foraging;Indifferent;Busy digging for something;40.720.749;-73.951.891
BROOKLYN;D;McCarren Park;22;D-22-34;Cinnamon;Cinnamon;;Above Ground;15;;Sleeping (Dead?);Indifferent;It almost looks dead. Eyes open, curled up into itself in a nook in a tree with #35.;40.721.181;-73.951.255
BROOKLYN;D;McCarren Park;22;D-22-35;Cinnamon;Cinnamon;;Above Ground;15;;Sleeping (Dead?);;Curled up together with #34. One big furry ball of squirrel.;40.721.181;-73.951.255
BROOKLYN;D;McCarren Park;22;D-22-36;Cinnamon;Gray, Cinnamon;Reddish tail;Ground Plane;;;Eating (tortilla/chip);;Pretty fat;4.072.112;-7.395.104
BROOKLYN;D;McCarren Park;22;D-22-37;Gray;Gray;;Ground Plane;;;Running;Indifferent;Turning around, trying to eat;40.721.315;-73.950.943
BROOKLYN;D;McCarren Park;22;D-22-38;Gray;Cinnamon, White;;Ground Plane;;;Eating;;Sitting next to #39 and eating;40.721.258;-73.950.799
BROOKLYN;D;McCarren Park;22;D-22-39;Gray;Cinnamon, White;;Ground Plane;;;Eating;;Sitting next to #38 and eating;40.721.217;-7.395.077
BROOKLYN;D;McCarren Park;22;D-22-40;Cinnamon;White;;Ground Plane;;;Foraging;Indifferent;Fluffy;40.721.173;-73.950.781
BROOKLYN;D;McCarren Park;22;D-22-41;Cinnamon;Cinnamon;;Above Ground;;;Running, Foraging;Indifferent;Skinny;40.721.161;-73.950.732
BROOKLYN;D;McCarren Park;22;D-22-42;Gray;Gray;;Above Ground;;;Climbing;Indifferent;Clinging to tree;40.721.124;-73.950.797
BROOKLYN;D;McCarren Park;22;D-22-43;Gray;White;;Above Ground;10;;Running, Chasing, Climbing;Indifferent;Playing with another squirrel in a tree;40.721.026;-73.950.765
BROOKLYN;D;McCarren Park;22;D-22-44;Gray;Cinnamon, White;;Ground Plane;;;Foraging;Runs From;Ran very quickly;40.719.376;-73.952.326